date,confirmed,deaths,recovered,new_confirmed,new_deaths,new_recovered,new_confirmed_smooth,new_deaths_smooth,new_recovered_smooth
2020-03-02,278,6,32,19,0,0,21.0,0.42857142857142855,3.0
2020-03-03,298,6,43,20,0,11,26.285714285714285,0.2857142857142857,3.4285714285714284
2020-03-04,333,7,43,35,1,0,31.571428571428573,0.14285714285714285,6.285714285714286
2020-03-05,365,7,43,32,0,0,34.285714285714285,0.2857142857142857,6.285714285714286
2020-03-06,420,7,46,55,0,3,35.57142857142857,0.5714285714285714,6.285714285714286
2020-03-07,466,7,76,46,0,30,41.0,1.0,8.285714285714286
2020-03-08,499,8,76,33,1,0,43.857142857142854,1.1428571428571428,10.714285714285714
2020-03-09,527,10,76,28,2,0,47.285714285714285,1.7142857142857142,10.714285714285714
2020-03-10,585,13,101,58,3,25,44.714285714285715,2.0,10.285714285714286
2020-03-11,640,15,118,55,2,17,47.0,2.142857142857143,6.0
2020-03-12,696,19,118,56,4,0,46.714285714285715,2.2857142857142856,6.0
2020-03-13,733,21,118,37,2,0,45.142857142857146,2.857142857142857,9.714285714285714
2020-03-14,795,22,118,62,1,0,44.0,2.4285714285714284,6.142857142857143
2020-03-15,826,24,118,31,2,0,41.142857142857146,2.4285714285714284,3.7142857142857144
2020-03-16,843,30,144,17,6,26,38.857142857142854,2.0,4.571428571428571
2020-03-17,893,30,144,50,0,0,41.285714285714285,1.8571428571428572,10.428571428571429
2020-03-18,928,32,144,35,2,0,37.714285714285715,2.0,16.285714285714285
2020-03-19,968,33,150,40,1,6,39.714285714285715,2.2857142857142856,16.714285714285715
2020-03-20,1022,34,191,54,1,41,43.0,1.5714285714285714,13.0
2020-03-21,1059,36,232,37,2,41,46.285714285714285,1.7142857142857142,20.142857142857142
2020-03-22,1104,40,235,45,4,3,55.142857142857146,1.8571428571428572,23.714285714285715
2020-03-23,1144,41,235,40,1,0,64.0,2.0,29.857142857142858
2020-03-24,1217,42,285,73,1,50,72.57142857142857,2.7142857142857144,25.857142857142858
2020-03-25,1314,45,310,97,3,25,95.57142857142857,2.857142857142857,24.571428571428573
2020-03-26,1416,47,359,102,2,49,114.71428571428571,3.2857142857142856,27.0
2020-03-27,1530,53,372,114,6,13,122.42857142857143,3.4285714285714284,27.0
2020-03-28,1728,56,404,198,3,32,148.28571428571428,3.5714285714285716,19.857142857142858
2020-03-29,1907,63,424,179,7,20,174.42857142857142,3.857142857142857,23.142857142857142
2020-03-30,2001,65,424,94,2,0,200.28571428571428,4.0,16.142857142857142
2020-03-31,2255,67,424,254,2,0,232.0,4.0,20.285714285714285
2020-04-01,2535,72,472,280,5,48,256.7142857142857,4.428571428571429,15.714285714285714
2020-04-02,2818,75,472,283,3,0,281.2857142857143,4.285714285714286,12.857142857142858
2020-04-03,3154,81,514,336,6,42,301.2857142857143,4.428571428571429,21.571428571428573
2020-04-04,3525,87,514,371,6,0,318.57142857142856,4.428571428571429,24.0
2020-04-05,3876,93,514,351,6,0,355.0,4.714285714285714,21.428571428571427
2020-04-06,4110,96,575,234,3,61,399.42857142857144,5.428571428571429,22.857142857142858
2020-04-07,4485,98,592,375,2,17,442.2857142857143,6.285714285714286,24.428571428571427
2020-04-08,5020,105,622,535,7,30,489.42857142857144,7.285714285714286,35.42857142857143
2020-04-09,5614,113,632,594,8,10,513.8571428571429,7.714285714285714,35.42857142857143
2020-04-10,6250,125,685,636,12,53,523.2857142857143,8.571428571428571,29.857142857142858
2020-04-11,6951,138,762,701,13,77,541.7142857142857,10.285714285714286,29.571428571428573
2020-04-12,7473,147,762,522,9,0,545.0,11.571428571428571,33.0
2020-04-13,7773,156,784,300,9,22,540.5714285714286,13.0,38.42857142857143
2020-04-14,8277,170,799,504,14,15,529.7142857142857,13.142857142857142,35.714285714285715
2020-04-15,8835,186,853,558,16,54,513.8571428571429,14.0,43.857142857142854
2020-04-16,9398,204,901,563,18,48,491.57142857142856,15.428571428571429,56.714285714285715
2020-04-17,9958,217,935,560,13,34,497.85714285714283,17.0,53.57142857142857
2020-04-18,10548,236,1069,590,19,134,480.57142857142856,19.0,62.857142857142854
2020-04-19,10914,255,1159,366,19,90,457.42857142857144,19.571428571428573,71.85714285714286
2020-04-20,11258,275,1159,344,20,0,438.7142857142857,21.0,84.71428571428571
2020-04-21,11641,303,1239,383,28,80,413.7142857142857,20.428571428571427,85.0
2020-04-22,12037,323,1356,396,20,117,376.85714285714283,20.428571428571427,83.85714285714286
2020-04-23,12469,351,1494,432,28,138,355.85714285714283,20.0,92.85714285714286
2020-04-24,12854,360,1530,385,9,36,331.14285714285717,20.285714285714285,105.71428571428571
2020-04-25,13186,379,1656,332,19,126,317.0,19.0,94.28571428571429
2020-04-26,13405,395,1809,219,16,153,291.2857142857143,18.714285714285715,144.57142857142858
2020-04-27,13576,417,1899,171,22,90,259.2857142857143,18.571428571428573,138.0
2020-04-28,13860,436,1899,284,19,0,243.42857142857142,21.428571428571427,206.42857142857142
2020-04-29,14076,454,2368,216,18,469,239.28571428571428,22.428571428571427,221.28571428571428
2020-04-30,14284,481,2460,208,27,92,236.57142857142858,23.571428571428573,310.2857142857143
2020-05-01,14558,510,2975,274,29,515,236.14285714285714,23.571428571428573,322.42857142857144
2020-05-02,14861,536,3205,303,26,230,213.42857142857142,22.428571428571427,371.0
2020-05-03,15061,560,3981,200,24,776,197.0,21.571428571428573,304.0
2020-05-04,15229,582,4156,168,22,175,181.28571428571428,19.428571428571427,351.14285714285717
2020-05-05,15354,593,4496,125,11,340,154.57142857142858,17.714285714285715,310.14285714285717
2020-05-06,15455,605,4496,101,12,0,127.71428571428571,16.857142857142858,385.85714285714283
2020-05-07,15553,617,4918,98,12,422,109.0,15.142857142857142,592.2857142857143
2020-05-08,15640,634,5146,87,17,228,90.28571428571429,14.714285714285714,591.0
2020-05-09,15755,654,5906,115,20,760,84.85714285714286,16.285714285714285,576.4285714285714
