date,new_confirmed,new_confirmed_smooth
2021-05-06,45945,40819.28571428572
2021-05-07,48165,39018.71428571428
2021-05-08,34964,37954.857142857145
2021-05-09,22739,36550.0
2021-05-10,32796,35398.28571428572
2021-05-11,35280,34457.857142857145
2021-05-12,35961,33817.42857142857
2021-05-13,37883,33087.857142857145
2021-05-14,41582,32050.0
2021-05-15,30481,31155.428571428572
2021-05-16,17632,30167.285714285714
2021-05-17,25531,29041.85714285714
2021-05-18,29018,27196.571428571428
2021-05-19,29044,25830.285714285714
2021-05-20,30005,25281.14285714286
2021-05-21,28665,24799.285714285714
2021-05-22,20917,24054.714285714286
2021-05-23,13788,23384.285714285714
2021-05-24,22158,22890.14285714286
2021-05-25,23806,21926.0
2021-05-26,24351,20791.285714285714
2021-05-27,26546,19851.0
2021-05-28,21916,17592.714285714286
2021-05-29,12974,17205.14285714286
2021-05-30,7206,16096.57142857143
2021-05-31,6350,14871.285714285714
2021-06-01,21093,14242.285714285714
2021-06-02,16591,14554.142857142857
2021-06-03,17969,14367.0
2021-06-04,17513,15486.42857142857
2021-06-05,15157,14301.57142857143
2021-06-06,5896,14531.57142857143
2021-06-07,14186,14038.42857142857
2021-06-08,12799,15037.142857142857
2021-06-09,18201,14132.0
2021-06-10,14517,14008.142857142857
2021-06-11,24504,13682.285714285714
2021-06-12,8821,13374.285714285714
2021-06-13,5029,12453.285714285714
2021-06-14,11905,12025.42857142857
2021-06-15,10643,11522.857142857143
2021-06-16,11754,11532.57142857143
2021-06-17,11522,11518.285714285714
2021-06-18,20986,11350.142857142857
2021-06-19,8889,11368.285714285714
2021-06-20,4929,11473.42857142857
2021-06-21,10728,11855.285714285714
2021-06-22,10770,12358.57142857143
2021-06-23,12490,12380.857142857143
2021-06-24,14195,12342.714285714286
2021-06-25,24509,12776.57142857143
2021-06-26,9045,12313.857142857143
2021-06-27,4662,12712.285714285714
2021-06-28,13765,12816.714285714286
2021-06-29,7531,13543.42857142857
2021-06-30,15279,13006.42857142857
2021-07-01,14926,12950.57142857143
2021-07-02,29596,12293.42857142857
2021-07-03,5286,14441.57142857143
2021-07-04,4271,15135.857142857143
2021-07-05,9165,15987.0
2021-07-06,22568,18469.571428571428
2021-07-07,20139,19149.0
2021-07-08,20884,20220.0
2021-07-09,46974,23148.0
2021-07-10,10042,23710.428571428572
2021-07-11,11768,25279.14285714286
2021-07-12,29661,26857.428571428572
2021-07-13,26505,31294.14285714286
2021-07-14,31120,31869.714285714286
2021-07-15,31932,33100.57142857143
2021-07-16,78031,35893.71428571428
2021-07-17,14071,37810.857142857145
2021-07-18,20384,40201.42857142857
2021-07-19,49213,43700.71428571428
2021-07-20,39925,49807.857142857145
2021-07-21,47854,51997.0
2021-07-22,56427,53178.42857142857
2021-07-23,120781,57367.71428571428
2021-07-24,29395,60971.42857142857
2021-07-25,28654,64645.142857142855
2021-07-26,78538,66920.71428571429
2021-07-27,65151,76974.28571428571
2021-07-28,73570,79165.85714285714
2021-07-29,72356,81560.14285714286
2021-07-30,191156,85693.85714285714
2021-07-31,44736,90397.85714285714
2021-08-01,45414,94517.14285714286
2021-08-02,107474,99838.28571428571
2021-08-03,98079,108524.42857142857
2021-08-04,102405,111266.0
2021-08-05,109604,109883.14285714286
2021-08-06,251959,117157.14285714286
2021-08-07,63927,120048.85714285714
2021-08-08,35734,127490.14285714286
2021-08-09,158392,132381.85714285713
2021-08-10,118321,128775.14285714286
2021-08-11,154494,130247.85714285714
2021-08-12,143846,131985.7142857143
2021-08-13,226712,136975.7142857143
2021-08-14,74236,141677.0
2021-08-15,47899,143500.57142857142
2021-08-16,193322,145147.7142857143
2021-08-17,151230,146903.57142857142
2021-08-18,167259,149668.2857142857
2021-08-19,155376,149313.57142857142
2021-08-20,239003,151148.42857142858
2021-08-21,93589,151718.85714285713
2021-08-22,45416,153418.14285714287
2021-08-23,206166,157477.42857142858
2021-08-24,155223,157383.42857142858
2021-08-25,179154,155454.2857142857
2021-08-26,183791,156570.57142857142
2021-08-27,238345,159678.0
2021-08-28,80085,163229.14285714287
2021-08-29,53230,164833.85714285713
2021-08-30,227918,164175.14285714287
2021-08-31,180081,163713.7142857143
2021-09-01,190387,164754.42857142858
2021-09-02,179180,166399.14285714287
2021-09-03,235115,146701.85714285713
2021-09-04,87370,150988.0
2021-09-05,64743,149164.7142857143
2021-09-06,90037,147382.7142857143
2021-09-07,210084,148322.0
2021-09-08,177624,148779.85714285713
2021-09-09,166706,146619.42857142858
2021-09-10,241690,163426.0
2021-09-11,90575,154215.2857142857
2021-09-12,49620,153585.14285714287
2021-09-13,207683,152434.7142857143
2021-09-14,145609,147997.57142857142
2021-09-15,173213,145960.14285714287
2021-09-16,158653,145447.42857142858
2021-09-17,210630,139975.7142857143
2021-09-18,76313,136585.7142857143
2021-09-19,46031,130645.42857142857
2021-09-20,169381,126420.14285714286
2021-09-21,121879,121268.57142857143
2021-09-22,131631,119211.71428571429
2021-09-23,129076,120586.85714285714
2021-09-24,174569,118375.42857142857
2021-09-25,61915,117136.85714285714
2021-09-26,55657,115743.85714285714
2021-09-27,153901,113039.71428571429
2021-09-28,113209,110220.14285714286
