date,S,E,I,Q,R,predicted_new
2020-03-12,125007996.66078053,205732.6568601781,158062.0818399955,70656.87510394304,557551.7254153319,232986.69885532503
2020-03-13,124745956.29807335,259377.2718723648,199503.29080446815,89390.521185529,705772.6180642736,293324.01219191257
2020-03-14,124416410.68609254,326423.68062643666,251433.0027067909,112991.51389330087,892741.1166809378,368490.16484319884
2020-03-15,124002977.93006167,409876.02582242776,316283.5794523564,142665.30082896605,1128197.163834588,461664.49724665284
2020-03-16,123485885.3368452,513211.6082593063,396921.4843398539,179881.09477662572,1424100.4757790114,576438.5414888923
2020-03-17,122841603.98274952,640335.6670502849,496647.48607526586,226409.2384004732,1795003.6257244614,716706.4572671169
2020-03-18,122042648.47101147,795448.2605503374,619142.6186981334,284351.4413286501,2258409.208411418,886436.5084772069
2020-03-19,121057685.18873125,982778.4214327171,768326.9735557723,356154.5523035592,2835054.8639766932,1089273.7518768958
2020-03-20,119852143.45980775,1206133.8310439303,948089.5148327097,444594.0368233236,3549039.157492276,1327924.4501390841
2020-03-21,118389565.15730004,1468218.6352494962,1161843.1176212188,552708.3198005911,4427664.770028653,1603292.7454835293
2020-03-22,116633935.16491312,1769698.3643730737,1411866.6685583158,683660.7442428797,5500839.057912622,1913392.911628596
2020-03-23,114553166.6866563,2108053.2897560117,1698425.9782344464,840504.5079859432,6799849.537367327,2252158.315232322
2020-03-24,112123726.91167241,2476368.136502113,2018728.254922343,1025831.2384686299,8355345.458434504,2608408.1992768203
2020-03-25,109336052.08222137,2862347.3629847127,2365864.6145517365,1241300.3502678366,10194435.589974333,2965379.834960472
2020-03-26,106199947.17153268,3247976.316917803,2728016.3984895097,1487077.4016557012,12336982.711404301,3301304.671701363
2020-03-27,102748724.89611182,3610283.849723174,3088297.787838044,1761254.0496559208,14791439.416671066,3591390.6488277344
2020-03-28,99040644.10934526,3923501.1011312287,3425603.8122281064,2059369.9168809245,17550881.060414493,3811193.186688439
2020-03-29,95156505.8188602,4162511.057572132,3716655.996501106,2374187.446529332,20590139.68053724,3940778.584237324
2020-03-30,91193142.12994988,4306942.66344275,3939078.316250762,2695859.5613654065,23864977.328991238,3968562.471294994
2020-03-31,87253754.31816547,4344835.500144645,4074904.317490774,3012561.147281908,27313944.71691726,3893587.891640028
2020-04-01,83437108.55441815,4274767.953154455,4113617.7728181877,3311538.5668455465,30862967.15276372,3725467.9395583076
2020-04-02,79827960.39173253,4105801.887421281,4053863.1498331805,3580405.4337140387,34431969.13729902,3482075.1584362187
2020-04-03,76490574.93253358,3855352.642581917,3903359.3947876263,3808430.9718512753,37942282.05824567,3185851.959821347
2020-04-04,73466124.71584612,3545757.964668306,3677136.3059833664,3987566.9322195174,41323414.08128275,2859939.306248592
2020-04-05,70773622.7522747,3200592.1807356984,3394705.0946912593,4113038.469359883,44518041.50293852,2525102.353703846
2020-04-06,68413315.73989673,2841607.39687038,3076976.8621277334,4183447.0315369437,47484652.96956829,2197914.868704007
2020-04-07,66371263.55017851,2486767.3353030626,2743627.425819497,4200449.249494221,50197892.4392048,1890164.029016079
2020-04-08,64624035.83671345,2149413.8456240515,2411305.924511073,4168148.778370118,52647095.61478138,1609144.422661796
2020-04-09,63142838.88171804,1838327.2660519194,2092763.5546915745,4092357.752378684,54833712.54515985,1358440.2366965315
2020-04-10,61896758.13060618,1558341.3772217478,1796751.0649667315,3979862.6406063554,56768286.78659904,1138865.7553182854
2020-04-11,60855074.0767073,1311201.765530501,1528432.5809263408,3837785.9548080033,58467505.622027904,949353.7015639959
2020-04-12,59988761.652483925,1096445.5088707733,1290064.3428976773,3673089.729623823,59951638.76612385,787689.7609339263
2020-04-13,59271345.709768854,912174.5706039423,1081742.238715934,3492230.02589056,61242507.45502076,651065.8954339611
2020-04-14,58679288.931872174,755670.3974734641,902093.652180714,3300948.044198816,62361998.97427488,536466.5346801712
2020-04-15,58192064.30069186,623845.0936673007,748851.4848902959,3104171.789205317,63331067.33154529,440918.79044702876
2020-04-16,57792031.09992527,513549.55446256575,619292.8422733638,2905999.1895060306,64169127.313832834,361640.9079432146
